name,exp_id,run_id,Accuracy,AbsLoss,SignedLoss,A_Value_Variance,A_Value_Ex,A_Value_Smooth,DDPG_Version,buffer.m,env.U_2,ddpg.tau_decay,env.b,env.mu,env.sigma,general_settings.max_episodes,ddpg.noise_scale,env.dt
More long Multiple Env and Tau ,3,5ecc717d1bed4482a02dd5ea7a952fbe,0.688316157,0.287615647,0.287615647,0.000333687,0.922780098,1.210395744,ShockBuffer,8,np.log,linear,-1.241434221,0.200697511,0.466360634,10000,1,0.2
More long Multiple Env and Tau ,3,5edd853270d740dbaa9e73b8b5f70564,0.794403322,0.066495786,-0.066495786,2.26133E-05,0.323428308,0.256932522,DDPG,8,np.log,linear,-7.133550722,0.16874096,0.722306034,10000,1,0.2
More long Multiple Env and Tau ,3,5f06e3b22575485c8b56761a1c868379,0.8312005,0.04358493,-0.04358493,6.83252E-05,0.258205325,0.214620395,DDPG,8,np.log,linear,-7.005931375,0.070343784,0.521951638,10000,1,0.2
More long Multiple Env and Tau ,3,5f1297ee779b46c88df55de919fc473e,0.74140223,0.213569689,0.213569689,0.00073126,0.825875991,1.03944568,ShockBuffer,8,np.log,linear,-1.764858742,0.638355244,0.879171892,10000,1,0.2
More long Multiple Env and Tau ,3,5f6405738a2f472489ed225893ab112d,0.863763116,0.024714861,-0.024714861,1.27132E-05,0.181410936,0.156696075,ShockBuffer,8,np.log,linear,-1.796460936,0.050328436,0.52671415,10000,1,0.2
More long Multiple Env and Tau ,3,5fb378d35d1948229637feca6e269f4a,0.984689051,0.01491285,-0.01491285,1.94689E-05,0.973999074,0.959086224,DDPG,8,np.log,linear,-2.414179678,0.852665232,0.93564264,10000,1,0.2
More long Multiple Env and Tau ,3,5fba6ce76bd64a2aa44839b99acdd6e8,0.92951108,0.059460981,-0.059460981,0.001346336,0.843550752,0.784089771,DDPG,8,np.log,linear,-9.620618148,0.114958602,0.369160418,10000,1,0.2
More long Multiple Env and Tau ,3,60c5ef5e22b84726b4bbe8ab8a5b86eb,0.816643386,0.127545667,0.127545667,0.000316511,0.695615304,0.82316097,DDPG,8,np.log,linear,-9.098078672,0.263939946,0.615981966,10000,1,0.2
More long Multiple Env and Tau ,3,60f1ae41767f40bbbc44ef37c205865d,0.885095027,0.05394235,0.05394235,0.000178735,0.469451835,0.523394185,DDPG,8,np.log,linear,-6.126177011,0.226967543,0.695322619,10000,1,0.2
More long Multiple Env and Tau ,3,621337fde3f94fa3b8dacfa319aafff5,0.910765283,0.078143202,0.078143202,0.002132305,0.875704043,0.953847245,DDPG,8,np.log,linear,-5.940924699,0.420936184,0.693313174,10000,1,0.2
More long Multiple Env and Tau ,3,62388ce5950e45d594bea1001220a390,0.890348284,0.007996369,0.007996369,0.000177395,0.072925157,0.080921525,DDPG,8,np.log,linear,-0.466104652,0.025523554,0.591605074,10000,1,0.2
More long Multiple Env and Tau ,3,62864a3a817041d59ccfd78b1acf5a82,0.840996999,0.050228858,-0.050228858,9.15501E-06,0.315898802,0.265669945,ShockBuffer,8,np.log,linear,-2.165433195,0.188984297,0.7734618,10000,1,0.2
More long Multiple Env and Tau ,3,62b2a82214bb4833a0070cba93e65885,0.952246067,0.01664558,-0.01664558,3.60174E-05,0.348569822,0.331924242,DDPG,8,np.log,linear,0.374391336,0.346202778,0.996598851,10000,1,0.2
More long Multiple Env and Tau ,3,62b9d31c13d2447f986297228503721e,0.990566065,0.006742883,-0.006742883,1.33698E-06,0.714747748,0.708004864,DDPG,8,np.log,linear,-1.728583765,0.64951631,0.953275942,10000,1,0.2
More long Multiple Env and Tau ,3,6337d70bfa23488fa077ed012a109477,0.763021258,0.046836337,-0.046836337,7.02905E-05,0.197639402,0.150803065,DDPG,8,np.log,linear,-2.196665385,0.02009461,0.318862188,10000,1,0.2
More long Multiple Env and Tau ,3,63bc7285143f4ea5aa88797e7f5bb7e4,0.984801666,0.009833737,0.009833737,3.06657E-05,0.647027256,0.656860993,ShockBuffer,8,np.log,linear,-0.580333016,0.283578438,0.66202641,10000,1,0.2
More long Multiple Env and Tau ,3,64634746316248328222fbdb049a10a9,0.938715295,0.046380564,-0.046380564,0.000112524,0.756804879,0.710424315,ShockBuffer,8,np.log,linear,-2.075049564,0.498748114,0.811799298,10000,1,0.2
More long Multiple Env and Tau ,3,64d0c94da85b4c83b2e6dae6ffbe4dac,0.890519796,0.015719987,-0.015719987,5.10708E-06,0.143587487,0.1278675,ShockBuffer,8,np.log,linear,-3.206514202,0.111023229,0.879323398,10000,1,0.2
More long Multiple Env and Tau ,3,64e04f8e7ea24900b73fc9f2e2be7b41,0.932361756,0.038413029,-0.038413029,0.000138841,0.567918783,0.529505754,DDPG,8,np.log,linear,-3.162245535,0.268412083,0.687476591,10000,1,0.2
More long Multiple Env and Tau ,3,6524d2e966aa4792a855943b351ef0ac,0.999700732,0.000168339,-0.000168339,1.25196E-05,0.56250276,0.562334421,DDPG,8,np.log,linear,-9.394388634,0.344564003,0.782659071,10000,1,0.2
More long Multiple Env and Tau ,3,65561af0fed34fbeb9877636b2e3828c,0.964129362,0.02757898,-0.02757898,0.000249486,0.768845555,0.741266575,DDPG,8,np.log,linear,-6.333291354,0.672777377,0.935440429,10000,1,0.2
More long Multiple Env and Tau ,3,657405ea5b2e473aae1cf33709d317cf,0.99756981,0.001945422,0.001945422,0.000141757,0.800522384,0.802467805,ShockBuffer,8,np.log,linear,-1.537975951,0.687494803,0.926718792,10000,1,0.2
More long Multiple Env and Tau ,3,658a2e02a11c4585b90174e1ccb3ba90,0.878409473,0.10256778,0.10256778,0.000821313,0.843550752,0.946118532,ShockBuffer,8,np.log,linear,-9.620618148,0.114958602,0.369160418,10000,1,0.2
More long Multiple Env and Tau ,3,658f480c31e144c88cdf4396c93bb82c,0.913104547,0.045301134,-0.045301134,2.76585E-06,0.521329169,0.476028035,DDPG,8,np.log,linear,-6.328228168,0.343817648,0.812097307,10000,1,0.2
More long Multiple Env and Tau ,3,6593d3384d7a44dfb2860fed2b97df50,0.367951521,0.553773944,0.553773944,0.000129614,0.876157389,1.429931333,ShockBuffer,8,np.log,linear,-4.712277214,0.500984419,0.75617279,10000,1,0.2
More long Multiple Env and Tau ,3,65d69f5a9c4f4bf99ef117e2ddd31b46,0.071780702,0.013323291,0.013323291,1.46699E-05,0.014353602,0.027676893,DDPG,8,np.log,linear,-0.620779788,0.009379615,0.808373491,10000,1,0.2
More long Multiple Env and Tau ,3,65ed7883d4134849830b54e8b1b7c38d,0.949659533,0.035597026,-0.035597026,0.000134382,0.707125462,0.671528436,ShockBuffer,8,np.log,linear,-7.496786789,0.627892001,0.94231095,10000,1,0.2
More long Multiple Env and Tau ,3,6610023cbcae450199f876ff481bf7b6,0.867779517,0.044389112,0.044389112,5.08678E-05,0.335720386,0.380109498,DDPG,8,np.log,linear,-4.519647008,0.246329376,0.856582597,10000,1,0.2
More long Multiple Env and Tau ,3,6611e98b774b45b393f619ea6f193c1a,0.743486208,0.210779393,-0.210779393,1.84975E-05,0.821707836,0.610928443,DDPG,8,np.log,linear,-1.666455408,0.22359036,0.521636321,10000,1,0.2
More long Multiple Env and Tau ,3,66175922382f4e499bde3fc1cc2a10d4,0.843872727,0.103276781,0.103276781,0.000168668,0.661490971,0.764767752,DDPG,8,np.log,linear,-7.254001115,0.280175002,0.650807774,10000,1,0.2
More long Multiple Env and Tau ,3,6686596c1e0e452091968f44fecb020f,0.953183293,0.007252008,0.007252008,4.37731E-05,0.154902136,0.162154144,ShockBuffer,8,np.log,linear,-9.095150438,0.118369894,0.874162005,10000,1,0.2
More long Multiple Env and Tau ,3,6688370caf164b27b2a3fb8f53b7bd2c,0.763011735,0.073939251,-0.073939251,1.18628E-05,0.311995408,0.238056158,DDPG,8,np.log,linear,-7.689130733,0.17178704,0.742029373,10000,1,0.2
More long Multiple Env and Tau ,3,66c72a5e916342cf84eef247b7e7c08d,0.969080969,0.018311009,-0.018311009,4.08966E-05,0.592224539,0.57391353,DDPG,8,np.log,linear,-0.147662699,0.378247333,0.799180242,10000,1,0.2
More long Multiple Env and Tau ,3,677229b99faf4653996a62319e24b135,0.932601972,0.006173615,0.006173615,4.56323E-05,0.091599344,0.097772959,DDPG,8,np.log,linear,-9.982833382,0.053680765,0.76553168,10000,1,0.2
More long Multiple Env and Tau ,3,6772dcf3fc4947dd885e72d92ab55f00,0.910282066,0.022103884,-0.022103884,2.13929E-05,0.246370852,0.224266968,DDPG,8,np.log,linear,0.051414054,0.218605078,0.941966506,10000,1,0.2
More long Multiple Env and Tau ,3,681d3c2b9835495daeba40a1d76cc369,0.885472675,0.027370693,-0.027370693,4.26405E-05,0.238988317,0.211617624,ShockBuffer,8,np.log,linear,0.474421602,0.127065693,0.729165008,10000,1,0.2
More long Multiple Env and Tau ,3,6820ebb9c118463da9b6e6c9f8a6a9d7,0.858928563,0.106437109,-0.106437109,6.56219E-06,0.754490856,0.648053747,DDPG,8,np.log,linear,-9.524143501,0.326127097,0.657455635,10000,1,0.2
More long Multiple Env and Tau ,3,68530e1bf2f147af8d2979cb76df20cf,0.637087702,0.106538124,-0.106538124,0.000255381,0.293564381,0.187026257,DDPG,8,np.log,linear,-1.244296607,0.211860026,0.84951848,10000,1,0.2
More long Multiple Env and Tau ,3,6899e890e9f1402faa91c9401381a697,0.35756333,0.047776074,-0.047776074,1.1218E-05,0.074366979,0.026590905,DDPG,8,np.log,linear,-5.412554472,0.037245516,0.707696309,10000,1,0.2
More long Multiple Env and Tau ,3,68cb866d0e6443f28dd85bd751514305,0.97202762,0.004820902,-0.004820902,0.000763018,0.172345091,0.167524189,ShockBuffer,8,np.log,linear,-5.058679773,0.019499357,0.336364911,10000,1,0.2
More long Multiple Env and Tau ,3,69020045a9b84b07990b4e961f199236,0.994230791,0.00351055,0.00351055,3.55072E-05,0.608497682,0.612008232,ShockBuffer,8,np.log,linear,-5.587012993,0.548835771,0.949711595,10000,1,0.2
More long Multiple Env and Tau ,3,690b84ff4751486888053bbbcf831c5d,0.855176782,0.022225467,0.022225467,4.29539E-05,0.153466188,0.175691655,ShockBuffer,8,np.log,linear,-0.095432174,0.019562058,0.357026888,10000,1,0.2
More long Multiple Env and Tau ,3,690f163f46664c2c9327818f2ff56e8d,0.713415409,0.089206473,-0.089206473,3.74498E-06,0.311274491,0.222068019,DDPG,8,np.log,linear,-9.521907007,0.256124155,0.907096525,10000,1,0.2
More long Multiple Env and Tau ,3,6932fc996bb74391b974944ce29d48a7,0.37150602,0.088722567,0.088722567,0.000117734,0.141166932,0.229889498,DDPG,8,np.log,linear,-8.04922981,0.077654939,0.741682539,10000,1,0.2
More long Multiple Env and Tau ,3,694b6cb33b8d403cb75cc34164dc8e82,0.970349004,0.019815509,0.019815509,0.000358089,0.66829153,0.688107039,ShockBuffer,8,np.log,linear,-6.871084011,0.272270925,0.638289433,10000,1,0.2
More long Multiple Env and Tau ,3,6955fdd150dd4229b010d20ca415a826,0.998241861,0.000324325,-0.000324325,1.16409E-06,0.184470313,0.184145988,DDPG,8,np.log,linear,-1.387576866,0.107071148,0.761856168,10000,1,0.2
More long Multiple Env and Tau ,3,6977c9d48425494facd311bfba375192,0.600365643,0.20854625,0.20854625,0.001629737,0.521842645,0.730388894,DDPG,8,np.log,linear,-7.297989118,0.105312886,0.4492323,10000,1,0.2
More long Multiple Env and Tau ,3,697bedcc9ddd4d968f15f2d7aef05540,0.985282932,0.000594099,0.000594099,2.5911E-05,0.040368021,0.04096212,DDPG,8,np.log,linear,0.826699814,0.03653962,0.951400306,10000,1,0.2
More long Multiple Env and Tau ,3,697c6be3364d4ee3b5163fde833b7c0b,0.864173524,0.115133534,-0.115133534,6.23119E-06,0.847651629,0.732518095,DDPG,8,np.log,linear,-1.202972099,0.526408467,0.788048112,10000,1,0.2
More long Multiple Env and Tau ,3,699c11539efb49e9a8ac356d74aa41c4,0.9872607,0.003076404,-0.003076404,1.98319E-05,0.24148922,0.238412816,ShockBuffer,8,np.log,linear,-9.829377923,0.185998127,0.877617776,10000,1,0.2
More long Multiple Env and Tau ,3,699f9f306e6543d4a399e41dbde2fe8a,0.904810767,0.073469647,-0.073469647,0.000669991,0.771827279,0.698357633,ShockBuffer,8,np.log,linear,-0.50869166,0.58886835,0.873472114,10000,1,0.2
More long Multiple Env and Tau ,3,69ea3222170b4a9e99b42cf6c33f5c0c,0.939316357,0.012893917,-0.012893917,2.56248E-05,0.212477631,0.199583714,ShockBuffer,8,np.log,linear,-4.533944783,0.205629642,0.983753412,10000,1,0.2
More long Multiple Env and Tau ,3,6a0af0f7dfa24bda85f365f640c9e0b2,0.696496112,0.250656574,0.250656574,0.003787857,0.825875991,1.076532565,DDPG,8,np.log,linear,-1.764858742,0.638355244,0.879171892,10000,1,0.2
More long Multiple Env and Tau ,3,6a192075295843afa31b7af35b6d2498,0.611615869,0.021673363,-0.021673363,0.000262757,0.055803935,0.034130572,ShockBuffer,8,np.log,linear,-8.476494009,0.023582786,0.650077515,10000,1,0.2
More long Multiple Env and Tau ,3,6a19f87049724842b4b78f090d8b3c1b,0.973776956,0.010742681,-0.010742681,3.23693E-05,0.409665665,0.398922984,ShockBuffer,8,np.log,linear,-6.367310471,0.347690071,0.92125819,10000,1,0.2
More long Multiple Env and Tau ,3,6a7e3be97cc7435690a24eb7a90c36e2,0.939513443,0.040422654,-0.040422654,1.65143E-05,0.66829153,0.627868876,DDPG,8,np.log,linear,-6.871084011,0.272270925,0.638289433,10000,1,0.2
More long Multiple Env and Tau ,3,6ae42a035c9b427fa1abeaca16f68528,0.740024836,0.122014361,-0.122014361,2.73622E-06,0.469330834,0.347316474,DDPG,8,np.log,linear,-7.546695129,0.383661853,0.90413809,10000,1,0.2
More long Multiple Env and Tau ,3,6b2c4a9e79e5453bbc0596fb393e6ad1,0.99751062,0.002420612,-0.002420612,0.000536395,0.972375096,0.969954484,ShockBuffer,8,np.log,linear,-1.858082386,0.193308467,0.44587028,10000,1,0.2
More long Multiple Env and Tau ,3,6b470f2186c04b56a258393a758dcf21,0.992997392,0.001129478,0.001129478,0.000349472,0.161293942,0.16242342,DDPG,8,np.log,linear,-4.858554494,0.098221881,0.78036017,10000,1,0.2
More long Multiple Env and Tau ,3,6b5c88e5c68947be89032bdb4f002885,0.884198011,0.060430416,-0.060430416,6.25712E-05,0.521842645,0.461412228,ShockBuffer,8,np.log,linear,-7.297989118,0.105312886,0.4492323,10000,1,0.2
More long Multiple Env and Tau ,3,6b819963c3ce47d6a356bfd3c1a3c868,0.878234454,0.11380128,-0.11380128,9.90355E-05,0.93459344,0.82079216,DDPG,8,np.log,linear,-8.913078271,0.04113925,0.209805477,10000,1,0.2
More long Multiple Env and Tau ,3,6c0575e986b6419682222b0c15e763db,0.937179818,0.05871133,-0.05871133,0.000682953,0.93459344,0.87588211,ShockBuffer,8,np.log,linear,-8.913078271,0.04113925,0.209805477,10000,1,0.2
More long Multiple Env and Tau ,3,6cd080c74cc74acab0bcdd847bef319a,0.966451969,0.032751159,-0.032751159,6.33208E-05,0.976246828,0.943495669,ShockBuffer,8,np.log,linear,-5.172608889,0.697747014,0.845413494,10000,1,0.2
More long Multiple Env and Tau ,3,6cedc690fe524e66bb80e9afbdd23d99,0.824068928,0.055990354,0.055990354,9.54597E-06,0.318251651,0.374242005,DDPG,8,np.log,linear,-3.8248558,0.044473637,0.373822975,10000,1,0.2
More long Multiple Env and Tau ,3,6cf3b33d2e81406bbddee95d4d084572,0.92181861,0.044455351,-0.044455351,8.60368E-06,0.568618068,0.524162717,DDPG,8,np.log,linear,-4.831302453,0.231608336,0.638214645,10000,1,0.2
More long Multiple Env and Tau ,3,6d1295dcd2854c07a6eee2a79c3221da,0.944405866,0.010504287,0.010504287,3.66847E-06,0.188945966,0.199450253,DDPG,8,np.log,linear,-8.070204473,0.136908226,0.851228116,10000,1,0.2
More long Multiple Env and Tau ,3,6d642f95a1054a75acd8b9d0718e9552,0.918725883,0.037753516,0.037753516,1.61629E-05,0.464520779,0.502274296,ShockBuffer,8,np.log,linear,-8.633389596,0.370828673,0.893478447,10000,1,0.2
More long Multiple Env and Tau ,3,6e32fe703895418a933eaa7ff8bb3cec,0.981229289,0.006070979,-0.006070979,4.75253E-06,0.323428308,0.317357328,ShockBuffer,8,np.log,linear,-7.133550722,0.16874096,0.722306034,10000,1,0.2
More long Multiple Env and Tau ,3,6e3d4111344d463fa3d7d3f92de007cf,0.973326127,0.014617609,-0.014617609,1.11118E-05,0.548012257,0.533394648,DDPG,8,np.log,linear,-5.3358661,0.501221446,0.956356219,10000,1,0.2
More long Multiple Env and Tau ,3,6e5caf9d9d1146828fd9d442c425ed89,0.501543314,0.055437854,0.055437854,5.58473E-05,0.111218999,0.166656853,DDPG,8,np.log,linear,-5.556940295,0.037879405,0.583595701,10000,1,0.2
More long Multiple Env and Tau ,3,6edc3b9492dc4b6492d859102cc557ba,0.809184274,0.074187389,-0.074187389,0.000191571,0.388790746,0.314603358,DDPG,8,np.log,linear,-4.574697554,0.203421485,0.723336617,10000,1,0.2
More long Multiple Env and Tau ,3,6ef27c9dc72244b18dacf1710bf0f840,0.744825622,0.04272612,-0.04272612,6.90476E-05,0.16743891,0.12471279,DDPG,8,np.log,linear,-9.595530525,0.089697861,0.731918712,10000,1,0.2
More long Multiple Env and Tau ,3,6f2250f611674c1eaa1a0535fa7de36c,0.984326861,0.011789499,0.011789499,0.000180869,0.752210428,0.763999927,ShockBuffer,8,np.log,linear,-9.786408591,0.112989673,0.387569597,10000,1,0.2
More long Multiple Env and Tau ,3,6f28d477ee414969975b0438bede67b7,0.976253736,0.011354028,-0.011354028,2.19813E-06,0.478139551,0.466785523,DDPG,8,np.log,linear,-9.474691701,0.27372107,0.756618194,10000,1,0.2
More long Multiple Env and Tau ,3,6f41254ed7c544188401017fdc7243ca,0.990301212,0.002501356,-0.002501356,8.91053E-05,0.257903998,0.255402642,ShockBuffer,8,np.log,linear,-7.138062771,0.158878956,0.784881607,10000,1,0.2
More long Multiple Env and Tau ,3,6f44845d10674c7587f4439370f9602b,0.923816157,0.006934052,-0.006934052,0.00017486,0.091017356,0.084083304,ShockBuffer,8,np.log,linear,-6.05919627,0.05535519,0.779860752,10000,1,0.2
More long Multiple Env and Tau ,3,6f542a9b20b8438680306788a44dbce0,0.991250361,0.006912815,-0.006912815,3.17005E-05,0.790068678,0.783155862,DDPG,8,np.log,linear,-6.711590132,0.469283315,0.770699602,10000,1,0.2
More long Multiple Env and Tau ,3,6f5b2c5c447242829043a91526f97672,0.970702936,0.016921919,-0.016921919,5.07633E-06,0.577597766,0.560675847,DDPG,8,np.log,linear,-3.545295249,0.42276057,0.855528507,10000,1,0.2
More long Multiple Env and Tau ,3,6f60b11259634ea4aa03f6ba0c86d416,0.921168629,0.022179226,0.022179226,3.37825E-05,0.281350247,0.303529473,ShockBuffer,8,np.log,linear,-7.328024211,0.278965548,0.995753027,10000,1,0.2
More long Multiple Env and Tau ,3,6f6b0f487da24ed7b86ef8c75caf6bec,0.975583432,0.01103626,0.01103626,3.23267E-05,0.451998826,0.463035086,ShockBuffer,8,np.log,linear,-9.260045551,0.184155558,0.638298408,10000,1,0.2
More long Multiple Env and Tau ,3,70365155f9bd45b1b6057c54132a5cff,0.705035602,0.029951217,-0.029951217,0.000101903,0.101541803,0.071590586,ShockBuffer,8,np.log,linear,0.05731839,0.077100412,0.871376645,10000,1,0.2
More long Multiple Env and Tau ,3,7084088ff2f44cda90ac0d8a2b99aa39,0.826644979,0.017368815,-0.017368815,1.22136E-05,0.100192164,0.082823349,ShockBuffer,8,np.log,linear,-8.083971353,0.090214223,0.948900397,10000,1,0.2
More long Multiple Env and Tau ,3,70b96678a2dc4d219a1d1024b962dd1d,0.836926653,0.006832994,0.006832994,1.34462E-06,0.041901352,0.048734345,DDPG,8,np.log,linear,-8.272722847,0.028965223,0.831427566,10000,1,0.2
More long Multiple Env and Tau ,3,71311c2a19084d30851dd8ebb80456db,0.826347902,0.014694927,0.014694927,3.32342E-05,0.084622801,0.099317728,ShockBuffer,8,np.log,linear,-5.517536848,0.04000455,0.687560628,10000,1,0.2
More long Multiple Env and Tau ,3,71424e6a341e4751b58dbe309b50e295,0.988019686,0.006668482,0.006668482,3.58214E-05,0.556620004,0.563288486,ShockBuffer,8,np.log,linear,-4.131215678,0.200039337,0.599484969,10000,1,0.2
More long Multiple Env and Tau ,3,7174842de0524178a5a34f20c142756b,0.782025663,0.056216453,-0.056216453,6.43064E-07,0.257903998,0.201687545,DDPG,8,np.log,linear,-7.138062771,0.158878956,0.784881607,10000,1,0.2
More long Multiple Env and Tau ,3,71b06ff29ed447759b68dd1163b9394f,0.838924673,0.021071457,-0.021071457,5.52006E-07,0.13081741,0.109745953,DDPG,8,np.log,linear,-3.44843398,0.12649328,0.983333768,10000,1,0.2
More long Multiple Env and Tau ,3,71be12daab4a4756b3bccdfe40cde908,0.920252753,0.034875863,0.034875863,2.40943E-05,0.437329988,0.472205851,DDPG,8,np.log,linear,-2.240011137,0.332247217,0.871617711,10000,1,0.2
More long Multiple Env and Tau ,3,71ec298512c841a7aebc6831918a60ec,0.98118403,0.008529926,0.008529926,0.000166759,0.453334397,0.461864324,ShockBuffer,8,np.log,linear,-5.604418637,0.107548695,0.487072082,10000,1,0.2
More long Multiple Env and Tau ,3,71f1db48e8f8407b9ab3d92268e40e6c,0.997962409,0.000755091,-0.000755091,1.92515E-05,0.370580188,0.369825097,ShockBuffer,8,np.log,linear,-4.529664779,0.353661145,0.976905548,10000,1,0.2
More long Multiple Env and Tau ,3,7235bf0cb9764013a066b6a5562ea60a,0.779050722,0.134447123,-0.134447123,1.07705E-05,0.608497682,0.474050558,DDPG,8,np.log,linear,-5.587012993,0.548835771,0.949711595,10000,1,0.2
More long Multiple Env and Tau ,3,7268f70460204ae2846cb878990a5cce,0.867392541,0.040054577,0.040054577,0.000488742,0.302053727,0.342108305,ShockBuffer,8,np.log,linear,-8.726592083,0.05938187,0.443388918,10000,1,0.2
More long Multiple Env and Tau ,3,7303a01b8cd7413e9cac9f29f25f31ae,0.937543098,0.04515487,0.04515487,8.62796E-05,0.722976464,0.768131334,ShockBuffer,8,np.log,linear,-6.815369806,0.676504887,0.967327177,10000,1,0.2
More long Multiple Env and Tau ,3,732f4bca8f5148cea3659b2ef5f783b5,0.404688107,0.024292887,0.024292887,6.07543E-06,0.04080699,0.065099877,DDPG,8,np.log,linear,-6.744534335,0.038772959,0.974758854,10000,1,0.2
More long Multiple Env and Tau ,3,7345146bbcd944c6a4e037aa44295366,0.886174057,0.0890234,-0.0890234,4.40361E-06,0.78210114,0.69307774,DDPG,8,np.log,linear,-8.896592591,0.737826006,0.971282402,10000,1,0.2
More long Multiple Env and Tau ,3,738927301a5d4cedabb4690ea0bbb226,0.901475178,0.013277224,-0.013277224,7.53813E-05,0.134760192,0.121482968,ShockBuffer,8,np.log,linear,-7.582560682,0.090113647,0.817738553,10000,1,0.2
More long Multiple Env and Tau ,3,73ff480a093d4a81af9887910d5382ea,0.912326622,0.065948829,-0.065948829,8.91228E-06,0.752210428,0.686261599,DDPG,8,np.log,linear,-9.786408591,0.112989673,0.387569597,10000,1,0.2
More long Multiple Env and Tau ,3,7427b26ed6934b60928cfb6543ccf044,0.979807106,0.008061011,0.008061011,6.02687E-05,0.399200363,0.407261373,ShockBuffer,8,np.log,linear,-8.852009697,0.375645025,0.970048297,10000,1,0.2
More long Multiple Env and Tau ,3,74fba958a37f43638d6cd0ea97060413,0.719192706,0.159700004,-0.159700004,1.45183E-05,0.568717435,0.409017431,DDPG,8,np.log,linear,-2.061855524,0.10839641,0.436575318,10000,1,0.2
More long Multiple Env and Tau ,3,754d50abdc794630825f3ec0b4f4d15f,0.846302869,0.03162093,0.03162093,2.21066E-05,0.205735332,0.237356263,DDPG,8,np.log,linear,-0.299104773,0.145710022,0.841570047,10000,1,0.2
More long Multiple Env and Tau ,3,75f6e196c623448198d94237db51127e,0.977504053,0.012681275,-0.012681275,8.24663E-06,0.563713775,0.551032499,ShockBuffer,8,np.log,linear,-1.130705503,0.537132026,0.976137956,10000,1,0.2
More long Multiple Env and Tau ,3,76333b46200543a39d725b255010b68b,0.912364584,0.073714419,-0.073714419,7.21099E-06,0.841148735,0.767434316,DDPG,8,np.log,linear,-5.887624243,0.25319786,0.548647769,10000,1,0.2
More long Multiple Env and Tau ,3,7653e0a882e64298aba093979cd5f09c,0.93484454,0.063911083,0.063911083,3.67311E-05,0.980901409,1.044812492,ShockBuffer,8,np.log,linear,-3.798123496,0.853188824,0.932631113,10000,1,0.2
More long Multiple Env and Tau ,3,766993dbde0d454bbc8709a1745a936f,0.924515544,0.025083818,-0.025083818,4.90485E-06,0.332304413,0.307220595,DDPG,8,np.log,linear,-3.550132088,0.084031825,0.502867818,10000,1,0.2
More long Multiple Env and Tau ,3,7799d5da969c4fdf82ed7bf46d43d519,0.727864684,0.127661175,-0.127661175,0.001059797,0.469109179,0.341448004,DDPG,8,np.log,linear,-9.005879128,0.135531478,0.537505759,10000,1,0.2
More long Multiple Env and Tau ,3,77ab8d3b044c4435b926d3ab192b473f,0.97492489,0.015404179,0.015404179,5.09319E-05,0.614321481,0.62972566,DDPG,8,np.log,linear,-5.646439554,0.455602266,0.861182284,10000,1,0.2
More long Multiple Env and Tau ,3,77b972830b7248cc9d14e998f7040615,0.57322708,0.045985353,-0.045985353,1.78593E-05,0.107751337,0.061765984,DDPG,8,np.log,linear,-4.647252357,0.031039609,0.536718771,10000,1,0.2
More long Multiple Env and Tau ,3,784818fc6b734c2fb4bc98608151bf42,0.927883915,0.028606122,-0.028606122,5.19484E-05,0.39666771,0.368061588,ShockBuffer,8,np.log,linear,-6.883087734,0.152732175,0.62051437,10000,1,0.2
More long Multiple Env and Tau ,3,78d18c14fa384d6eb13e49270b14ec3d,0.789829675,0.077810579,-0.077810579,4.11692E-05,0.370226285,0.292415706,DDPG,8,np.log,linear,-3.610674574,0.268849376,0.852159504,10000,1,0.2
More long Multiple Env and Tau ,3,792cbded135a4b4388d88632281c060f,0.726431689,0.185762823,-0.185762823,0.000133098,0.679036334,0.493273511,DDPG,8,np.log,linear,-5.750426117,0.40138257,0.768834296,10000,1,0.2
More long Multiple Env and Tau ,3,7a1844bf37164a1da5a5adc536e2ee81,0.987875814,0.003852757,0.003852757,0.000217015,0.317774477,0.321627234,ShockBuffer,8,np.log,linear,-9.458904829,0.05034695,0.398040328,10000,1,0.2
More long Multiple Env and Tau ,3,7a1c80b4b5774c09acfd7021fb2e5d9d,0.868936164,0.012252466,0.012252466,6.81678E-06,0.093484718,0.105737184,DDPG,8,np.log,linear,-8.200987325,0.07784802,0.912543282,10000,1,0.2
More long Multiple Env and Tau ,3,7a41848e34d74b6da734f12941d3553d,0.996500338,0.002404014,-0.002404014,0.001298334,0.686927293,0.684523279,DDPG,8,np.log,linear,-5.399747953,0.643698849,0.968023677,10000,1,0.2
More long Multiple Env and Tau ,3,7a5af81354684e718b576d0c7a8f4b29,0.789222408,0.054760834,0.054760834,0.00015513,0.259803868,0.314564702,ShockBuffer,8,np.log,linear,-8.897706264,0.071916927,0.526129622,10000,1,0.2
More long Multiple Env and Tau ,3,7a712fd1fab344e183142b81afc03442,0.908507126,0.008452411,-0.008452411,8.1788E-06,0.092383272,0.083930861,DDPG,8,np.log,linear,-0.925182289,0.08622092,0.96607236,10000,1,0.2
More long Multiple Env and Tau ,3,7a88a60b8f914bbf8f139d704157156f,0.724114423,0.023966619,-0.023966619,2.69246E-05,0.08687159,0.062904971,DDPG,8,np.log,linear,-5.984632491,0.041728628,0.693071706,10000,1,0.2
